image_name|comment_number|comment|Translated Comment
4589502987.jpg|0|There is a little blond boy with a brown jacket with an orange strip on top a man , but you ca n't see the man 's body just his head .|Нүхний дээр улбар шар өнгийн хүрэмтэй бяцхан шаргал хүрэмтэй жижиг шаргал хүү байдаг, гэхдээ та түүний биеийг зөвхөн түүний толгойг харж чадахгүй.
4589546720.jpg|0|A man in a white shirt and blue jeans rides his bicycle by a brick building .|Цагаан цамц, цэнхэр жинсэн өмд, цэнхэр жинсэн өмд унадаг дугуйгаа тоосгоноор унадаг.
4589627804.jpg|0|A woman wearing a black shirt and green jacket is holding a green binder as she stands in front of a man wearing a black shirt on a street .|Хар цамц өмссөн эмэгтэй, ногоон хүрэм өмссөн эмэгтэй гудамжинд хар цамц өмссөн хүний урд зогсож байхдаа ногоон биндэр барьж байна.
4589656744.jpg|0|A man with gray hair combed back , a blue plaid shirt and jeans , is smoking a cigarette .|Саарал үстэй нэг хүн арагш самнаж, цэнхэр Plaid цамц, жинсэн өмд, жинсэн өмд, тамхи татдаг.
4589964880.jpg|0|A man in blue denim standing under a lighted overhang with two more people .|Цэнхэр жинсэн хүн хоёр дахин олон хүнтэй гэрэлтсэн нэг хүн.
4590049942.jpg|0|A chef is standing in front of the grill where he is preparing a lot of food .|Тогооч нь маш их хоол бэлдэж байгаа мах шарах махны өмнө зогсож байна.
4590153852.jpg|0|A young woman with brown hair is captured in profile with a delicate wreath of pink , white , and orange flowers crowning her head .|Хүрэн үстэй залуу эмэгтэй нь ягаан, цагаан, цагаан, улбар шар, улбар шар өнгийн цэцгийн титэмтэй профайлд баригддаг.
4590206492.jpg|0|A person wearing a striped shirt relaxes in the grass under a blossom filled tree .|Судалтай цамц өмссөн хүн цэцэгс дүүрсэн модны доор өвс ногоо тайвширдаг.
4590247366.jpg|0|A man in a pink shirt is spotted drinking a beer .|Ягаан өнгийн цамцтай хүн пиво ууж байна.
4590405640.jpg|0|Observers behind a metal street barrier , watching a car race as the cars go speeding by .|Металл гудамжны хаалганы ард ажиглагчдыг ажиглаж, автомашины уралдааныг автомашинаар хурдтайгаар ажиглаж байна.
4590405808.jpg|0|A hippie trying to tell people his believes and dressed up in colorful clothes|Хүмүүсийг итгэж, өнгөлөг хувцас өмссөн хүмүүст итгэж, хувцасладаг
4590415190.jpg|0|A gymnast wearing a blue outfit grabs onto the parallel bars and does a handstand .|Цэнхэр хувцас өмссөн гимнастик гимнастик өмссөн гимнастик нь параллель баар дээр өмсөж, гарт тэсвэртэй байдаг.
4590504263.jpg|0|A man is attaching colored sponges to his shirt and jeans .|Эрэгтэй хүн цамц, жинсэн өмд өмсөж байна.
4590678523.jpg|0|A man bent over talking to his child with , a toy in between his legs .|Хөлийн хоорондох тоглоомтойгоо хамт хүүхэдтэйгээ хамт бөхийж байсан.
4590720793.jpg|0|Two women dressed in animal prints are playing percussion instruments .|Амьтны хэвлэмэл дээр хувцасласан хоёр эмэгтэй перцуссын хэрэгслийг тоглож байна.
4590734133.jpg|0|A woman in costume is marching with a large drum .|Хувцасны хувцастай эмэгтэй том хүрдээр алхаж байна.
4591056052.jpg|0|A man in a black tank top is putting clothes out on the line to dry .|Хар танк дээр байгаа эр хүн мөрийг хуурай болгохын тулд хувцас өмсдөг.
4591183075.jpg|0|An attractive lady with long blond-hair and wearing a shiny pink coat and short pink skirt is standing in the street in front of a cameraman on a motorcycle .|Урт шаргал үстэй, гялалзсан ягаан хүрэм өмссөн, гялалзсан ягаан өнгийн хүрэм өмссөн, жижиг ягаан банзал нь мотоцикль дээр камерын урд зогсож байна.
4591228112.jpg|0|A man wearing all black is inspecting a marbleized sculpture sitting atop a wooden mount .|Бүх хар өмссөн хүн бүгд модон холболтыг суудаг.
4591294546.jpg|0|A woman wearing a shirt that has Spanish on the back at some sort of event .|Зарим нэг төрлийн арга хэмжээ дээр испани хэл дээрхи цамц өмссөн цамц өмссөн эмэгтэй.
4591344824.jpg|0|A man wears a brightly colored ceremonial robe while holding a similarly colored cone shaped hat with a star on top .|Эрэгтэй хүн дээд талд нь одтой ижил төстэй өнгөт Cone хэлбэртэй малгайтай, тод өнгийн ёслолын нөмрөг өмсдөг.
4591372454.jpg|0|A woman in glittery face-paint and a sequined cap parades with several similarly-dressed individuals in shades of orange and brown .|Гялалзсан нүүрний будаг, улбар шар, хүрэн өнгийн сүүдэртэй хэд хэдэн ижил төстэй хувцастай эмэгтэй.
4591391059.jpg|0|a content skier in a yellow jacket posing for a picture on the slopes .|Налуу дээр зураг авахын тулд шар хүрэмтэй хамт агуулга цаначин.
4591476340.jpg|0|Runners in various athletic garb , as well as one individual in a spotted-green dragon costume , run to the right .|Төрөл бүрийн тамирчдын гар урчууд, түүнчлэн толботой, түүнчлэн толботой ногоон луу луу костюм, баруун тийш гүйдэг.
4591624033.jpg|0|A woman with a black shirt and flowered dress rides a bicycle with a child sleeping in a blue jacket .|Хар цамцтай эмэгтэй, цэцэглэсэн даашинз нь цэнхэр хүрэмтэй унтаж буй хүүхэдтэй унадаг дугуй унаж байна.
4591783726.jpg|0|A woman who is walking and wearing a bright pink coat and short , tight black dress .|Явж, тод ягаан цув, богино, хатуу хар даашинз өмсдөг эмэгтэй.
4592144166.jpg|0|A group of people walking on the sidewalk as a dog sits down next to a red fire hydrant .|Нохойны хажуугаар явган хүний зам дээр алхаж буй бүлэг хүмүүс улаан галын цорго дээр сууж байв.
4592144222.jpg|0|A man wearing black is sitting by a lamp post smoking a cigarette .|Хар өмссөн эр нь тамхи татдаг тамхи татдаг.
4592260055.jpg|0|A young adult is holding the flag of Mexico .|Насанд хүрсэн залуу Мексикийн далбааг барьж байна.
4592269543.jpg|0|A man dressed in a checkered shirt and black pants performs an aerial stunt on a bicycle .|Шалгасан цамц өмссөн цамц өмсөж, хар өмд нь унадаг дугуй дээр Aerial Stune-ийг гүйцэтгэдэг.
